date,temperature,humidity,soil_humidity,ph,water_quantity
18/04/2024,96.03,75.7,97.16,5.29,369.8
11/08/2023,80.9,90.04,67.45,5.69,330.44
03/10/2022,19.04,81.57,86.14,11.67,220.1
09/02/2021,120.8,18.57,74.55,4.48,639.47
11/10/2021,-24.17,1.64,10.85,9.67,661.36
16/03/2022,41.49,32.87,96.19,11.03,197.41
30/10/2022,108.35,92.21,84.68,12.36,756.28
27/04/2022,122.22,95.34,1.63,5.1,549.76
09/04/2021,47.5,55.9,27.93,3.69,223.39
07/11/2024,116.52,80.61,50.06,0.59,352.71
01/09/2024,27.57,9.66,65.27,0.16,240.41
12/10/2024,56.56,56.51,6.72,3.08,738.56
26/12/2021,45.0,91.19,21.87,9.92,758.86
08/04/2021,33.99,99.12,68.61,1.96,877.1
24/02/2022,87.38,16.2,58.31,4.19,943.36
21/04/2024,36.72,64.36,58.63,7.99,238.04
04/03/2023,-23.55,75.77,15.7,8.25,503.18
17/08/2021,72.41,57.29,86.48,0.81,342.65
28/06/2023,22.53,53.63,2.48,2.14,78.76
09/01/2023,57.19,90.06,46.02,3.05,397.34
16/06/2023,91.3,21.12,29.88,5.69,835.9
06/11/2021,59.7,99.87,82.93,3.26,648.22
16/03/2023,14.22,40.87,99.06,0.94,614.71
17/03/2023,113.71,71.25,81.37,4.18,852.01
08/06/2024,67.3,66.28,74.2,8.75,721.69
03/03/2024,-34.5,79.96,40.78,8.93,496.12
15/10/2024,103.49,96.08,17.23,8.59,168.59
01/04/2022,53.9,60.0,0.39,10.32,948.33
02/12/2021,-18.34,12.09,88.11,8.73,98.33
09/11/2024,65.34,63.1,93.3,1.54,105.65
11/11/2023,43.15,49.78,11.77,11.69,878.58
02/01/2021,38.03,23.22,21.47,11.66,577.9
24/01/2021,-6.33,35.26,57.95,2.46,477.06
14/08/2024,45.39,69.24,73.79,7.2,52.65
04/11/2021,-27.82,45.65,82.73,2.45,580.75
18/08/2022,-22.7,91.89,83.23,7.87,936.16
05/10/2021,-33.7,96.47,82.36,2.09,575.33
06/05/2024,66.38,95.84,71.57,9.88,723.05
19/05/2023,-13.83,55.68,47.86,11.57,197.34
23/03/2022,3.37,6.37,85.69,1.82,309.71
02/11/2024,27.09,8.64,0.73,12.94,719.89
01/06/2023,73.89,7.82,8.7,7.63,289.01
07/04/2024,122.36,62.67,97.62,9.18,733.38
22/12/2024,-8.9,79.99,3.99,7.34,903.29
04/11/2023,-26.94,89.13,59.6,13.76,63.68
27/10/2023,-21.41,70.37,17.46,9.67,498.4
13/04/2023,114.02,48.49,79.54,2.97,284.42
12/04/2023,-2.06,98.78,72.65,10.3,686.5
01/11/2024,34.16,9.8,35.5,2.44,379.22
23/05/2021,79.52,89.36,89.97,4.08,105.59
01/05/2023,-19.85,53.91,94.79,6.99,85.86
11/02/2021,-18.96,23.53,13.59,7.79,912.26
05/11/2021,56.81,60.6,67.65,2.68,932.92
25/05/2024,77.62,1.12,75.47,5.72,313.55
27/10/2023,34.15,77.47,71.65,10.39,335.9
23/02/2024,17.02,1.75,19.3,11.23,233.23
02/05/2023,63.67,78.19,27.81,3.72,351.92
26/05/2024,-35.28,7.61,64.16,7.31,406.5
11/12/2021,112.09,91.14,95.87,8.87,894.28
15/11/2023,50.93,80.5,26.56,12.41,987.77
20/11/2022,33.39,42.78,40.32,12.6,856.59
10/09/2024,6.77,12.16,67.92,1.12,58.89
17/05/2023,112.08,73.07,86.4,0.22,638.74
14/05/2022,90.28,63.29,15.71,2.89,604.98
09/02/2023,-33.65,92.42,57.84,3.51,624.14
21/08/2022,52.79,33.73,51.12,2.53,611.38
20/03/2023,43.61,50.75,14.7,3.71,632.73
13/11/2024,109.25,92.77,74.94,10.4,405.14
28/10/2022,16.41,94.78,0.28,7.6,697.75
25/03/2022,-37.49,92.12,40.67,8.33,316.71
13/09/2024,37.37,46.37,5.41,12.59,923.83
16/04/2021,99.03,4.5,1.03,13.86,312.86
10/02/2022,-39.03,34.33,24.62,0.18,459.33
29/11/2022,-6.06,60.62,95.09,6.99,105.03
08/03/2022,34.84,76.25,83.24,6.64,967.98
19/02/2024,100.87,23.07,23.68,0.47,257.87
17/11/2022,25.77,12.21,71.02,13.08,166.45
25/12/2021,115.16,79.87,56.96,2.75,430.82
02/01/2024,87.63,46.59,70.67,10.33,853.68
13/01/2021,-29.21,37.76,93.46,10.31,973.51
27/11/2021,57.97,97.76,66.13,0.71,967.92
26/06/2022,70.45,56.95,91.27,0.11,356.39
06/08/2024,79.8,2.86,69.63,8.19,456.39
03/07/2022,7.19,10.33,96.15,3.84,867.91
05/04/2024,90.39,61.46,83.73,6.76,712.55
30/06/2022,91.85,75.17,39.75,12.29,568.18
30/06/2024,5.79,73.62,89.22,3.69,93.06
15/06/2022,59.98,55.82,8.88,11.33,542.54
28/10/2021,89.84,24.36,69.71,1.67,622.42
26/09/2024,42.78,89.29,18.01,2.56,987.09
20/08/2024,-6.24,50.72,21.32,6.49,3.12
04/06/2021,54.61,84.24,94.61,2.53,269.67
27/10/2023,-2.42,15.31,68.91,5.33,134.23
26/02/2022,77.75,91.13,83.52,7.37,598.46
23/01/2023,8.23,46.55,55.13,2.6,327.83
04/09/2021,108.4,35.86,30.07,6.8,113.03
29/08/2023,66.39,7.31,4.65,11.9,96.52
24/12/2023,53.1,57.67,84.32,9.44,65.34
20/09/2024,-22.0,73.39,26.41,7.43,565.52
03/04/2022,41.03,60.17,54.3,3.59,520.51
07/12/2022,15.12,56.23,6.1,10.95,346.62
07/05/2023,2.15,43.7,19.77,1.96,817.5
23/02/2024,-17.98,19.44,60.97,6.91,309.38
18/11/2021,38.13,40.76,56.8,6.99,801.76
23/02/2022,-35.77,4.81,2.29,4.49,589.98
12/07/2022,6.81,65.22,18.02,3.19,935.0
27/11/2023,-18.58,1.89,33.59,10.94,335.49
05/11/2023,89.26,10.87,67.97,3.07,811.5
27/09/2021,22.25,17.66,2.26,0.26,222.92
10/03/2022,17.79,19.47,66.41,4.85,231.33
17/11/2022,2.43,28.56,48.0,9.66,473.75
31/05/2022,-22.78,82.99,83.54,1.97,78.15
06/01/2024,69.72,34.79,63.78,3.38,189.61
24/01/2022,-27.55,24.64,76.53,11.84,830.18
29/06/2023,-29.38,86.31,74.47,3.95,575.96
30/10/2022,-38.33,52.53,2.62,0.94,184.74
15/05/2022,73.81,90.8,37.99,10.88,286.31
06/07/2023,-7.48,40.51,13.79,4.21,746.01
20/02/2023,-25.76,8.11,89.27,10.06,228.9
04/12/2021,40.39,9.38,78.66,2.37,320.3
03/12/2024,45.57,22.27,17.17,4.53,412.68
27/12/2022,-36.88,92.74,66.77,3.29,339.75
02/08/2024,-7.03,40.37,58.24,7.33,944.02
13/05/2021,85.36,73.55,38.92,12.82,986.07
29/04/2024,87.66,63.85,81.86,3.41,189.39
19/07/2023,46.27,56.45,58.63,5.95,337.36
14/05/2021,-18.28,80.4,78.62,0.16,758.48
30/05/2022,-20.06,4.67,48.84,9.49,392.12
28/11/2024,-30.47,73.78,61.38,9.88,567.96
17/02/2024,89.97,7.42,23.62,5.27,517.78
27/04/2021,-21.04,90.62,17.49,0.59,938.31
26/06/2021,-30.73,52.74,14.65,3.08,15.08
16/05/2023,97.69,5.85,58.33,6.33,163.83
04/11/2024,65.37,80.83,73.86,9.21,431.25
15/11/2023,90.51,0.26,24.42,12.72,320.49
06/03/2022,53.57,91.24,50.74,11.6,533.33
12/11/2023,1.29,14.28,39.21,10.67,105.33
08/05/2023,70.73,79.73,2.87,4.27,497.26
04/09/2024,75.34,82.33,8.59,7.88,295.02
24/06/2022,113.89,94.56,59.18,3.04,772.01
14/03/2021,124.24,45.4,3.14,6.9,749.95
21/10/2022,12.6,43.46,4.1,7.71,455.66
21/08/2021,104.4,32.22,92.82,0.11,909.69
01/07/2022,-19.94,66.4,50.04,4.34,942.87
05/10/2021,-33.21,19.3,25.55,2.98,303.73
21/05/2023,2.67,40.81,42.31,4.33,384.58
15/06/2023,22.25,60.97,58.26,6.24,493.59
22/09/2021,-27.35,67.37,5.71,3.64,330.12
15/06/2024,18.76,1.6,60.22,3.63,515.4
20/11/2024,9.09,90.73,5.85,2.97,196.33
07/02/2023,6.18,21.42,84.88,5.03,102.48
18/05/2024,103.07,26.02,16.46,1.85,516.51
14/08/2024,2.42,95.84,73.25,7.6,471.8
12/05/2024,-5.3,38.04,49.19,3.69,661.32
03/08/2024,50.32,1.42,91.35,12.51,151.84
17/01/2021,61.41,57.64,66.38,1.54,769.23
30/05/2024,9.2,52.38,73.32,2.56,446.32
03/05/2022,69.61,84.31,12.4,12.56,78.01
07/04/2021,44.74,60.09,23.43,7.24,451.72
09/06/2023,121.65,45.35,75.57,4.48,604.16
03/09/2022,-38.32,46.54,84.7,3.95,315.3
24/09/2024,32.81,66.45,70.9,8.8,36.52
25/06/2021,69.57,18.6,42.43,2.54,66.97
21/03/2023,-23.01,8.69,97.06,5.14,964.62
26/02/2024,7.48,63.35,14.21,6.25,698.24
23/12/2022,80.28,44.81,46.65,11.37,15.88
04/12/2021,123.66,55.03,6.94,3.32,261.96
05/07/2024,-25.24,93.9,87.65,5.3,276.4
13/09/2023,92.08,83.43,13.64,6.97,268.0
24/08/2021,-21.18,19.25,66.47,8.94,983.22
14/06/2024,36.27,91.78,5.48,7.58,681.19
28/12/2023,-2.32,93.63,16.72,7.69,463.53
22/03/2022,26.69,50.51,98.88,3.82,530.86
17/12/2023,43.52,59.62,94.34,1.37,726.5
12/11/2024,54.22,76.99,30.1,10.94,873.37
27/02/2024,-1.51,5.45,69.85,5.47,533.71
16/09/2022,76.94,38.39,41.26,5.71,138.33
01/01/2023,93.94,76.09,68.83,6.69,449.92
06/10/2024,36.08,90.55,34.28,12.34,967.13
16/01/2021,-7.55,36.89,50.5,2.34,430.3
13/03/2022,64.09,7.64,99.61,6.22,851.8
02/12/2023,100.11,86.6,30.91,2.08,679.2
11/10/2024,-26.41,65.6,37.67,10.35,267.25
11/12/2021,24.01,65.17,16.4,1.34,841.0
21/02/2022,-6.65,40.98,64.35,13.48,315.56
12/01/2021,-29.48,94.12,35.68,10.12,970.43
10/06/2023,101.0,80.51,72.22,2.1,792.14
16/02/2024,98.24,66.89,24.22,7.84,12.6
03/10/2021,36.18,52.46,29.59,4.68,517.27
19/01/2023,53.95,17.57,44.03,2.17,243.94
31/08/2023,116.83,4.38,49.48,0.38,457.51
05/08/2022,114.3,39.52,9.81,13.34,747.77
03/03/2022,91.82,61.28,30.09,6.46,589.7
14/04/2023,47.01,94.41,97.48,13.66,791.1
11/03/2022,27.21,84.65,85.99,0.43,778.07
04/07/2024,71.95,87.2,56.88,1.88,640.18
12/10/2022,5.75,59.49,5.8,7.63,9.53
04/03/2023,58.94,23.49,66.48,3.36,916.02
22/04/2021,67.96,79.8,49.89,6.58,389.95
27/04/2024,118.19,25.56,38.45,12.44,487.03
21/02/2022,-32.18,78.54,97.94,4.2,915.23
27/01/2024,122.16,72.28,1.78,1.82,816.48
25/05/2023,118.86,22.93,82.16,7.42,134.96
06/09/2023,49.46,89.89,67.85,3.86,489.41
15/02/2024,-9.24,4.6,20.43,10.96,526.37
19/04/2021,46.76,29.77,79.59,6.13,640.64
03/10/2022,14.41,78.93,49.81,13.91,399.35
17/11/2023,64.76,39.78,29.62,4.79,285.39
20/12/2021,15.89,12.49,52.14,13.32,649.42
28/02/2023,-5.35,95.44,78.38,12.86,336.58
19/12/2022,10.79,73.52,6.62,6.16,954.7
24/07/2024,39.31,24.97,7.2,13.17,359.86
27/07/2023,99.91,34.9,83.0,10.64,87.51
07/09/2022,57.77,96.48,50.02,7.73,26.41
22/02/2024,33.79,22.39,92.27,12.51,395.76
19/10/2024,27.96,83.93,92.2,5.86,366.65
09/04/2022,11.52,23.88,6.33,4.76,438.02
24/08/2023,-36.24,7.49,68.65,2.94,872.13
30/07/2022,45.0,43.83,73.43,11.19,870.67
26/01/2022,2.81,63.78,0.89,12.56,531.62
13/08/2023,94.4,44.8,59.0,11.98,46.28
05/05/2021,80.16,98.71,91.04,3.88,375.88
21/04/2023,40.97,9.91,61.73,7.96,548.69
24/12/2022,-8.12,31.86,80.17,2.5,123.49
16/07/2021,99.24,43.08,77.58,0.72,222.62
30/06/2021,69.09,83.89,84.34,8.58,394.78
08/06/2023,108.9,18.38,87.7,10.11,974.8
24/12/2021,118.86,71.17,15.18,7.85,406.17
02/10/2022,49.37,40.95,31.25,13.94,947.43
21/08/2024,96.65,17.5,81.14,11.61,542.83
11/10/2023,98.39,17.23,55.95,2.27,398.43
30/08/2023,79.01,50.65,37.66,10.81,453.83
20/10/2022,39.42,53.45,19.5,11.71,113.78
07/03/2022,51.46,94.15,89.7,6.24,542.39
22/09/2023,103.7,79.21,66.89,7.1,73.44
14/08/2021,57.52,82.02,78.36,4.15,792.04
01/01/2024,43.05,72.57,73.15,3.41,532.3
04/09/2022,51.3,87.85,48.89,10.16,557.59
09/11/2021,-24.3,89.6,90.92,9.93,421.46
20/04/2024,92.46,33.36,25.51,11.9,489.02
06/03/2021,103.0,25.07,49.96,0.03,413.86
12/11/2024,39.81,74.3,68.31,8.7,188.16
27/01/2021,48.12,88.67,82.71,5.09,111.84
28/02/2022,-6.22,67.13,17.63,9.08,847.37
09/08/2021,44.06,56.26,89.02,7.22,349.77
25/03/2022,5.77,65.56,75.76,3.39,990.35
03/04/2022,14.94,75.26,96.6,0.39,819.1
19/03/2024,3.55,57.98,93.16,8.48,321.9
12/07/2021,84.39,95.08,36.9,11.57,549.62
20/08/2021,-35.45,74.29,76.64,0.91,936.62
07/06/2022,44.69,78.37,8.47,12.61,535.42
03/05/2024,78.24,6.26,57.25,8.8,863.02
03/10/2021,-35.67,52.76,17.96,9.98,865.7
09/04/2024,44.06,99.24,91.98,2.18,641.0
03/07/2023,74.14,16.5,57.25,4.41,382.62
07/02/2024,98.13,42.0,96.72,7.42,214.67
12/08/2023,24.05,40.86,92.24,7.12,80.72
08/01/2022,-3.42,65.59,73.12,10.24,771.89
09/04/2022,-31.77,30.86,93.47,9.62,719.65
03/09/2021,-37.79,97.57,78.83,3.94,644.18
01/10/2021,86.99,83.01,8.66,7.01,135.6
26/03/2023,-29.01,58.7,40.51,4.58,157.5
20/02/2024,-39.25,9.6,76.03,4.15,654.42
20/01/2021,82.9,46.36,62.96,5.27,598.77
14/11/2021,113.66,40.23,74.08,7.1,495.16
26/06/2024,67.1,57.3,91.72,5.09,784.55
10/05/2023,73.37,43.58,77.54,9.5,650.02
13/09/2022,61.75,93.73,91.25,6.25,892.6
17/01/2021,-25.01,48.26,84.99,13.97,695.97
08/10/2022,-17.83,66.38,60.26,13.55,580.71
06/10/2021,94.83,49.51,42.91,10.62,887.7
15/05/2022,-13.0,12.64,84.23,12.18,657.1
14/06/2024,50.32,78.45,81.72,12.67,215.43
11/09/2023,71.44,54.52,83.44,8.66,949.52
19/11/2023,-27.25,82.33,15.56,5.62,986.63
11/11/2021,50.56,33.56,44.89,10.15,526.24
29/05/2023,4.48,14.0,86.16,0.67,586.76
03/10/2022,-31.79,57.9,56.19,11.91,283.73
21/12/2021,-25.36,42.97,39.89,13.63,14.0
30/01/2023,9.93,46.28,89.12,1.51,311.66
08/03/2023,-0.46,75.02,5.83,8.29,147.73
20/02/2021,-27.26,76.82,59.38,10.37,760.81
15/12/2022,-14.57,18.52,1.75,12.86,828.15
27/02/2023,100.31,5.81,74.92,13.36,229.7
23/06/2021,92.3,60.5,74.37,11.64,997.77
12/02/2023,85.24,55.88,26.24,11.3,723.26
10/03/2021,-37.73,3.17,47.85,4.06,922.51
15/01/2021,13.35,53.13,44.52,7.71,350.89
09/02/2022,55.21,65.82,98.09,12.65,333.53
28/10/2023,80.76,94.44,32.15,6.49,752.06
22/11/2024,86.26,40.81,76.2,12.36,445.49
20/07/2022,-19.18,21.24,43.27,13.3,645.44
20/11/2023,7.99,65.93,9.73,6.78,675.7
26/09/2023,97.85,64.86,38.33,6.75,318.0
09/11/2022,-32.7,77.58,69.97,1.19,158.84
12/07/2021,-14.73,44.78,36.73,0.34,184.0
01/10/2022,86.5,45.24,15.78,13.27,620.5
09/03/2021,37.85,98.69,78.41,3.17,980.38
18/01/2024,-38.95,97.11,69.74,4.8,981.56
12/04/2023,98.6,68.97,75.37,4.73,982.21
21/09/2024,36.71,71.84,82.61,13.12,888.99
03/03/2021,-6.86,77.53,74.52,12.87,137.68
16/08/2022,40.66,80.93,52.59,1.51,528.18
25/02/2024,-23.65,89.26,91.53,12.08,130.35
22/08/2021,35.62,74.6,16.78,12.45,869.8
27/10/2023,-16.83,14.27,14.63,5.1,82.59
10/08/2023,27.54,19.76,71.19,9.77,410.89
22/08/2021,58.53,28.82,54.89,13.87,757.16
01/09/2024,109.28,2.31,32.69,0.34,658.27
16/11/2021,82.32,31.91,78.8,4.03,823.08
29/09/2024,18.45,68.3,87.23,0.37,69.68
28/08/2022,1.41,95.79,88.01,9.35,484.72
13/10/2021,7.37,10.07,32.92,1.03,365.85
04/06/2023,50.22,91.6,83.71,11.58,272.81
30/12/2023,-23.25,70.75,52.31,12.83,469.55
30/08/2024,1.91,23.84,99.19,13.55,220.92
29/09/2022,81.92,38.71,29.53,3.01,888.74
03/01/2023,113.78,58.6,12.73,6.77,869.83
25/12/2023,85.29,6.19,36.13,4.17,977.05
19/02/2022,102.18,84.69,10.06,4.2,520.35
13/04/2022,105.77,27.24,24.19,8.77,375.51
03/05/2021,108.86,39.96,89.14,7.86,915.05
11/11/2022,16.54,5.07,25.29,4.22,666.46
13/11/2023,21.76,28.17,94.06,11.45,503.16
26/07/2024,-33.41,43.03,32.25,5.54,882.98
28/01/2021,75.98,17.15,29.58,0.47,556.51
20/01/2023,-5.43,42.42,68.44,6.43,804.75
12/09/2022,-38.39,54.91,46.51,8.06,424.25
16/07/2024,31.92,43.9,67.36,8.45,456.76
02/06/2021,31.7,37.41,10.78,12.27,294.91
11/02/2021,114.96,20.03,95.8,11.47,215.58
25/08/2021,110.2,61.29,23.96,4.81,499.8
08/11/2024,11.83,8.56,90.44,10.86,666.56
19/03/2022,40.68,45.52,57.63,13.25,896.99
05/02/2021,65.01,41.77,85.78,11.48,407.44
15/04/2021,-30.19,25.86,99.92,10.64,114.5
13/07/2021,76.3,42.59,56.29,10.92,882.47
30/01/2024,97.44,26.84,35.55,1.16,44.54
20/09/2022,11.28,62.24,85.91,1.09,366.1
28/01/2023,113.51,70.2,54.81,1.68,175.93
29/04/2024,27.77,96.9,87.05,4.88,376.35
22/03/2022,80.63,53.97,68.21,11.66,917.42
24/07/2022,39.47,25.45,5.21,2.0,641.31
14/06/2022,-18.65,37.24,13.99,10.94,77.6
01/08/2022,22.3,3.92,36.51,10.78,894.97
03/12/2022,-28.67,88.97,18.36,2.61,819.29
08/10/2023,111.87,18.16,31.63,2.71,487.69
22/01/2022,122.87,26.77,57.33,9.68,189.52
19/06/2023,-0.31,81.79,75.96,1.89,500.17
21/07/2021,70.67,52.86,88.75,13.88,583.06
12/05/2021,61.34,52.33,70.94,9.67,257.18
13/09/2021,-2.41,57.66,52.99,9.47,352.63
28/07/2023,114.17,87.24,80.93,1.21,20.07
07/04/2024,-32.12,2.41,58.59,6.23,674.27
07/03/2024,40.53,61.52,4.27,1.78,272.02
21/04/2021,20.63,53.13,37.02,0.2,448.98
10/08/2021,122.18,9.11,40.14,4.08,645.33
21/10/2021,-16.85,13.24,81.12,12.99,983.3
23/03/2024,102.39,78.27,89.89,7.52,349.1
20/11/2023,4.3,19.16,92.9,2.6,554.88
29/07/2024,-23.52,15.1,48.23,7.23,180.43
14/10/2021,50.61,78.09,64.96,0.63,833.33
25/01/2021,24.42,78.71,12.72,13.18,816.26
18/06/2021,3.9,69.46,61.1,6.78,213.77
09/08/2022,104.49,53.38,39.77,4.1,201.52
12/07/2022,90.94,13.93,38.19,3.31,163.79
09/01/2021,-10.69,43.55,99.07,6.13,562.99
14/04/2022,-11.27,56.25,79.15,2.99,595.95
15/09/2024,-25.5,95.39,95.53,0.04,388.9
03/08/2021,117.34,95.03,41.63,7.04,781.46
08/11/2021,20.97,60.78,31.94,0.27,352.58
10/06/2024,0.71,26.98,90.22,2.01,732.84
29/09/2024,113.78,51.11,21.7,8.91,138.85
19/11/2021,-21.85,85.11,45.44,12.94,114.35
02/08/2024,96.06,62.8,43.05,2.93,859.23
01/02/2024,65.83,90.32,28.39,3.72,506.97
17/04/2023,-15.54,96.74,10.25,12.84,0.76
16/03/2024,94.29,14.26,50.88,8.83,535.45
05/08/2023,124.09,84.99,92.75,1.26,401.53
12/10/2024,29.01,85.98,23.81,1.46,644.15
14/03/2023,0.3,82.37,45.32,12.96,585.76
22/11/2021,84.02,65.06,38.37,4.85,722.84
01/04/2021,71.47,28.44,89.99,11.51,111.09
09/05/2021,69.86,32.37,78.99,2.55,985.18
02/10/2022,39.08,27.01,44.81,1.04,388.36
12/11/2021,105.55,93.27,53.16,4.52,957.15
09/06/2024,50.88,88.92,34.42,7.69,856.71
11/06/2021,77.96,44.66,85.39,2.98,458.79
17/12/2023,92.02,77.24,44.63,0.44,312.55
15/02/2024,91.93,66.25,33.52,12.15,499.92
31/01/2022,106.47,51.28,32.06,10.71,805.52
10/01/2023,61.82,78.32,60.68,2.15,424.6
29/05/2021,60.76,87.41,12.61,2.98,132.68
03/02/2021,19.56,84.71,42.48,3.25,115.86
02/07/2024,85.21,5.24,55.53,13.75,967.87
12/08/2024,50.37,84.89,78.47,12.34,869.88
03/10/2021,113.74,94.81,99.88,5.69,774.25
22/10/2021,67.09,63.05,78.49,0.73,677.34
31/03/2023,-26.96,33.6,30.59,2.8,641.91
16/05/2022,-17.03,46.67,6.2,8.13,345.85
20/05/2021,97.77,78.98,93.39,0.36,162.55
25/10/2024,51.63,37.2,89.22,13.62,366.78
28/10/2021,24.6,9.53,51.85,1.34,542.15
22/09/2023,-25.27,76.79,67.84,12.85,365.43
28/10/2023,111.1,63.24,86.23,4.78,463.99
11/06/2023,74.61,69.9,14.12,2.51,286.15
18/12/2022,83.63,96.76,7.4,12.72,989.83
06/03/2022,20.42,55.69,18.68,6.16,21.15
12/07/2021,122.24,40.83,79.52,4.1,222.86
08/05/2021,107.09,15.15,51.67,8.27,635.2
18/07/2022,10.84,86.88,88.25,11.72,373.43
04/08/2021,112.67,94.29,57.76,4.47,237.95
25/09/2024,102.45,31.16,27.77,3.1,848.4
10/07/2022,16.43,2.83,21.94,2.6,944.49
25/10/2022,-4.79,42.82,47.41,6.6,646.78
13/10/2021,-22.37,30.45,3.0,13.25,481.5
13/08/2024,77.46,2.88,94.42,12.32,63.65
11/12/2021,119.42,70.47,1.01,1.29,88.66
05/05/2021,-16.1,98.29,92.67,2.49,592.43
09/02/2021,48.62,5.31,72.03,0.68,684.29
01/12/2023,94.03,17.2,85.22,0.32,466.96
24/11/2023,27.45,72.37,32.23,10.04,196.4
08/10/2023,115.73,53.83,0.05,2.64,802.84
16/12/2024,73.2,52.49,93.05,4.14,891.14
29/07/2023,41.04,54.22,3.43,4.55,847.7
20/05/2021,36.43,89.09,55.34,0.26,102.51
11/11/2022,36.62,92.39,3.07,13.63,776.56
16/08/2022,-15.89,4.51,22.77,1.0,622.91
31/12/2023,87.62,4.03,28.6,8.24,775.89
12/04/2021,122.42,54.08,3.89,12.0,709.04
05/08/2024,109.15,99.36,69.39,13.72,352.02
06/11/2023,-21.91,38.79,24.67,4.38,113.45
24/03/2024,-6.42,39.07,62.13,6.23,518.65
04/08/2023,30.99,95.05,42.07,5.81,977.52
07/09/2024,120.99,38.46,57.46,9.88,478.06
29/07/2024,63.81,13.69,1.93,4.84,18.57
11/12/2024,-34.98,31.08,96.01,6.02,130.21
22/04/2021,35.31,68.91,99.3,4.76,962.64
02/10/2022,53.7,8.11,91.58,3.16,506.2
08/09/2022,-17.52,11.57,8.22,9.11,112.47
14/03/2024,70.18,18.96,98.76,3.59,839.59
03/03/2023,122.15,25.42,75.58,4.04,409.33
20/10/2022,-38.18,1.0,5.17,3.99,111.85
10/11/2023,60.86,59.21,83.71,13.72,834.59
22/04/2021,89.84,24.42,59.63,4.82,554.69
08/06/2021,96.82,38.03,57.94,3.98,556.56
08/11/2023,112.95,41.15,93.1,6.96,775.16
17/12/2024,49.37,53.35,94.19,12.71,854.38
22/04/2021,-4.59,4.85,28.38,2.14,638.05
27/07/2022,100.86,32.43,91.29,6.15,604.74
25/02/2023,16.97,43.1,73.7,0.11,90.41
03/06/2024,75.45,27.75,33.96,9.28,240.59
22/12/2024,32.85,48.03,14.68,9.34,937.09
19/02/2021,99.33,83.83,41.39,12.73,403.2
22/03/2021,19.07,54.24,47.56,9.44,548.41
29/04/2021,60.62,62.8,86.93,11.86,683.67
14/08/2021,76.71,24.39,16.73,3.43,713.3
31/12/2023,42.79,4.41,42.71,11.97,194.41
30/04/2021,109.02,89.91,16.92,13.36,217.49
05/08/2024,69.62,6.65,29.01,7.22,825.94
26/07/2023,89.55,84.22,48.15,6.38,414.19
10/09/2021,15.47,87.68,95.64,8.69,308.86
25/02/2022,117.24,41.06,93.84,13.23,459.66
06/11/2024,-33.43,2.88,62.37,1.97,155.49
22/01/2023,-12.03,0.24,73.04,7.14,593.91
25/11/2023,20.46,48.75,49.49,10.43,931.11
28/11/2022,70.93,71.08,61.56,13.19,942.49
16/02/2022,87.37,87.69,81.79,6.32,504.11
15/06/2022,-27.57,2.11,49.54,10.9,594.6
01/10/2022,0.91,76.33,57.44,6.91,435.26
19/10/2021,-13.21,87.13,25.38,6.03,68.07
04/04/2022,27.18,24.43,58.39,10.17,463.65
22/01/2022,61.96,34.01,85.84,9.12,315.65
09/11/2024,-39.45,81.51,75.62,12.77,576.44
30/03/2024,-1.95,35.59,47.19,0.07,290.82
21/04/2022,108.38,32.38,58.93,9.52,411.75
11/03/2021,43.19,76.58,8.87,12.49,909.22
24/06/2023,123.17,53.59,70.51,2.27,551.52
04/12/2021,106.69,80.36,57.73,1.39,304.68
22/06/2024,21.82,55.36,51.56,2.16,996.17
08/07/2022,8.07,50.94,64.04,1.57,58.29
02/05/2024,-27.23,30.96,10.42,8.48,27.63
30/07/2024,27.88,43.23,34.41,9.94,951.05
02/06/2023,4.34,37.91,78.47,10.33,298.08
17/08/2024,81.38,92.22,80.83,13.48,297.24
04/12/2024,91.75,70.9,44.03,1.17,516.8
13/04/2022,4.33,14.99,54.77,12.47,30.43
26/05/2024,84.68,17.39,76.83,4.47,575.08
